	Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
10	ENSMLUP00000013493|ENSMLUG00000014810|ENSMLUT00000014826|protein_coding|EP300|E1A-ENSMOCP00000013970|ENSMOCG00000013592|ENSMOCT00000017725|protein_coding|Ep300|E1A	MA	0.029448400000000003	0.045671699999999996	0.644784	0.0359957	7191	632.726	6558.27		214	27.8528	186.14700000000002			0.0308759	0.588793:1.27819:0.138233:1.06189:0.390826:1	0.680712(0.586358:0.455778:1)	-8980.7			
11	ENSMLUP00000015418|ENSMLUG00000016908|ENSMLUT00000016917|protein_coding|ATR|ATR-ENSMOCP00000016017|ENSMOCG00000015022|ENSMOCT00000019791|protein_coding|Atr|ATR	MA	0.05808869999999999	0.10416900000000001	0.557642	3.0839499999999995e-05	7674	614.663	7059.34		448	60.5041	387.496			0.06177959999999999	1.31156:1.51311:0.81749:1.36091:0.375669:1	0.625554(0.529124:0.347537:1)	-10508.0			
12	ENSMLUP00000001849|ENSMLUG00000002022|ENSMLUT00000002031|protein_coding|NCOR1|nuclear-ENSMOCP00000024390|ENSMOCG00000020819|ENSMOCT00000028252|protein_coding|Ncor1|nuclear	MA	0.0390202	0.0967688	0.403231	2.1163099999999998e-08	7203	561.482	6641.52		295	51.1297	243.87			0.0435218	1.51299:1.51224:1.17982:1.46767:0.250752:1	0.677079(0.552686:0.478551:1)	-9244.43			
13	ENSMLUP00000001258|ENSMLUG00000001342|ENSMLUT00000001368|protein_coding|TRIP12|thyroid-ENSMOCP00000025951|ENSMOCG00000021899|ENSMOCT00000029825|protein_coding|Trip12|thyroid	MA	0.00909741	0.0287199	0.316763	0.00025545200000000003	6072	471.165	5600.83		63	13.2202	49.7798			0.010620000000000001	1.74433:1.99986:1.38758:1.75196:0.342317:1	0.658844(0.536561:0.43997:1)	-7096.17			
14	ENSMLUP00000008325|ENSMLUG00000009113|ENSMLUT00000009137|protein_coding|POLE|DNA-ENSMOCP00000025339|ENSMOCG00000021483|ENSMOCT00000029209|protein_coding|Pole|DNA	MA	0.045885300000000004	0.108926	0.42125100000000004	1.14239e-07	6822	494.399	6327.6		323	50.5366	272.46299999999997			0.050453899999999996	1.12572:2.77574:0.3189:1.66533:0.320977:1	0.634198(0.529244:0.373351:1)	-9036.72			
15	ENSMLUP00000008555|ENSMLUG00000009336|ENSMLUT00000009387|protein_coding|LRRK2|leucine-ENSMOCP00000004016|ENSMOCG00000003192|ENSMOCT00000004333|protein_coding|Lrrk2|leucine	MA	0.08924589999999999	0.122964	0.7257899999999999	0.00962377	7569	607.001	6962.0		641	68.744	572.256			0.09195	1.61172:1.66938:1.26809:1.65678:0.438305:1	0.626635(0.537257:0.342648:1)	-10971.3			
16	ENSMLUP00000002643|ENSMLUG00000002886|ENSMLUT00000002908|protein_coding|ASCC3|activating-ENSMOCP00000005157|ENSMOCG00000004549|ENSMOCT00000006020|protein_coding|Ascc3|activating	MA	0.0456962	0.11178800000000001	0.40877600000000003	1.57961e-07	6597	441.49	6155.51		314	46.8699	267.13			0.050119300000000006	1.10168:1.95216:0.435709:1.19763:0.478281:1	0.628619(0.538199:0.347658:1)	-8722.21			
17	ENSMLUP00000010920|ENSMLUG00000011942|ENSMLUT00000011988|protein_coding|DYSF|dysferlin-ENSMOCP00000021410|ENSMOCG00000018685|ENSMOCT00000025242|protein_coding|Dysf|dysferlin	MA	0.035346300000000004	0.06657130000000001	0.5309550000000001	0.000868705	6267	525.215	5741.78		228	33.5071	194.493			0.037963199999999996	1.32181:1.88094:0.703451:1.45679:0.221919:1	0.651508(0.557683:0.396841:1)	-8122.01			
18	ENSMLUP00000004340|ENSMLUG00000004750|ENSMLUT00000004768|protein_coding|SCN2A|sodium-ENSMOCP00000011526|ENSMOCG00000011761|ENSMOCT00000015132|protein_coding|Scn2a|sodium	MA	0.0202935	0.0334779	0.606176	0.08210369999999999	5841	451.173	5389.83		121	14.6817	106.318			0.0213119	0.925445:1.11658:0.728303:1.21732:0.302799:1	0.607773(0.476631:0.346687:1)	-7092.4			
19	ENSMLUP00000014954|ENSMLUG00000016378|ENSMLUT00000016410|protein_coding|MYOF|myoferlin-ENSMOCP00000003755|ENSMOCG00000002966|ENSMOCT00000004037|protein_coding|Myof|myoferlin	MA	0.03648169999999999	0.0940308	0.38797600000000004	3.3563099999999997e-07	6135	447.26300000000003	5687.74		238	40.1092	197.891			0.0406772	1.52183:1.77238:1.0078:1.64102:0.293663:1	0.634148(0.521027:0.381418:1)	-7929.92			
20	ENSMLUP00000004112|ENSMLUG00000004503|ENSMLUT00000004521|protein_coding|ZFYVE26|zinc-ENSMOCP00000016391|ENSMOCG00000015283|ENSMOCT00000020169|protein_coding|Zfyve26|zinc	MA	0.0955265	0.16875199999999999	0.566075	4.94137e-08	7575	719.002	6856.0		703	109.882	593.118			0.102477	0.92142:1.73499:0.307608:1.18617:0.367586:1	0.674455(0.596634:0.426733:1)	-11270.9			
21	ENSMLUP00000015906|ENSMLUG00000017445|ENSMLUT00000017449|protein_coding|KAT6A|lysine-ENSMOCP00000002009|ENSMOCG00000001576|ENSMOCT00000002118|protein_coding|Kat6a|lysine	MA	0.0398615	0.141482	0.281742	5.1003500000000005e-14	5976	389.968	5586.03		257	51.0349	205.965			0.04649280000000001	1.55122:1.40893:1.02136:1.43554:0.438097:1	0.651104(0.536898:0.416416:1)	-7776.19			
22	ENSMLUP00000009203|ENSMLUG00000010072|ENSMLUT00000010094|protein_coding|SETD2|SET-ENSMOCP00000007239|ENSMOCG00000007000|ENSMOCT00000009077|protein_coding|Setd2|SET	MA	0.0903651	0.323804	0.279074	2.7353299999999997e-35	7257	457.83099999999996	6799.17		671	130.431	540.569			0.105092	1.78781:0.959268:0.503709:1.1135:0.804349:1	0.65268(0.511782:0.446259:1)	-10643.6			
23	ENSMLUP00000008521|ENSMLUG00000009292|ENSMLUT00000009349|protein_coding|CHD2|chromodomain-ENSMOCP00000016150|ENSMOCG00000015124|ENSMOCT00000019927|protein_coding|Chd2|chromodomain	MA	0.0225736	0.0879154	0.256766	9.41381e-08	5472	287.531	5184.47		135	23.9798	111.02			0.0260071	1.29144:1.22738:0.985905:1.19776:0.378832:1	0.631396(0.524123:0.370066:1)	-6618.13			
24	ENSMLUP00000014624|ENSMLUG00000016034|ENSMLUT00000016055|protein_coding|PTPRF|protein-ENSMOCP00000004821|ENSMOCG00000004121|ENSMOCT00000005505|protein_coding|Ptprf|protein	MA	0.0499405	0.0779616	0.640578	0.0110584	5721	523.413	5197.59		286	38.8532	247.14700000000002			0.05250409999999999	1.03933:1.30099:0.720223:1.24178:0.394759:1	0.668764(0.561091:0.445202:1)	-7697.57			
25	ENSMLUP00000013525|ENSMLUG00000014851|ENSMLUT00000014859|protein_coding|TNC|tenascin-ENSMOCP00000008423|ENSMOCG00000008395|ENSMOCT00000010832|protein_coding|Tnc|tenascin	MA	0.08616410000000001	0.200853	0.428991	8.85032e-13	6534	497.781	6036.22		564	90.9376	473.06199999999995			0.0949015	1.14391:1.33878:0.836625:1.16782:0.285243:1	0.669421(0.540404:0.46786:1)	-9516.77			
26	ENSMLUP00000012794|ENSMLUG00000014052|ENSMLUT00000014067|protein_coding|PSME4|proteasome-ENSMOCP00000026920|ENSMOCG00000022569|ENSMOCT00000030813|protein_coding|Psme4|proteasome	MA	0.0317036	0.05784159999999999	0.548111	0.00952806	5265	425.32099999999997	4839.68		172	23.7671	148.233			0.0338151	1.09622:1.98893:0.778019:1.39693:0.586462:1	0.632384(0.540171:0.35698:1)	-6722.5			
27	ENSMLUP00000016207|ENSMLUG00000017764|ENSMLUT00000017768|protein_coding|INO80|INO80-ENSMOCP00000018648|ENSMOCG00000016879|ENSMOCT00000022454|protein_coding|Ino80|INO80	MA	0.0132368	0.012375299999999999	1.06962	0.795229	4677	339.57099999999997	4337.43		61	4.16028	56.8397			0.0131743	0.373537:2.09042:0.237541:1.51462:0.0179054:1	0.637909(0.514112:0.399615:1)	-5486.53			
28	ENSMLUP00000003084|ENSMLUG00000003378|ENSMLUT00000003393|protein_coding|SMCHD1|structural-ENSMOCP00000014462|ENSMOCG00000013945|ENSMOCT00000018221|protein_coding|Smchd1|structural	MA	0.0804077	0.19906500000000002	0.403927	1.27746e-11	6009	387.23199999999997	5621.77		485	70.6571	414.343			0.08805419999999999	0.843167:2.11197:0.561197:1.44043:0.52507:1	0.628141(0.523215:0.361208:1)	-8575.7			
29	ENSMLUP00000010259|ENSMLUG00000011166|ENSMLUT00000011259|protein_coding||ATM-ENSMOCP00000024432|ENSMOCG00000020839|ENSMOCT00000028294|protein_coding|Atm|ATM	MA	0.108376	0.174225	0.622049	0.000106502	6564	476.74300000000005	6087.26		670	74.9225	595.078			0.113159	1.53197:2.04981:0.622543:1.54204:0.425456:1	0.620582(0.515539:0.346207:1)	-9829.28			
30	ENSMLUP00000010918|ENSMLUG00000011967|ENSMLUT00000011986|protein_coding|MYLK|myosin-ENSMOCP00000023714|ENSMOCG00000020331|ENSMOCT00000027569|protein_coding|Mylk|myosin,	MA	0.072688	0.226481	0.320945	2.54373e-21	5799	480.32099999999997	5318.68		450	98.8168	351.18300000000005			0.08542639999999999	1.43683:1.36499:0.981259:1.30111:0.283016:1	0.670719(0.565442:0.446715:1)	-8282.25			
31	ENSMLUP00000000244|ENSMLUG00000000256|ENSMLUT00000000266|protein_coding|PTPRK|protein-ENSMOCP00000021850|ENSMOCG00000019059|ENSMOCT00000025689|protein_coding|Ptprk|protein	MA	0.00593657	0.0340722	0.174235	3.39759e-05	4161	286.58099999999996	3874.42		32	9.53641	22.4636			0.00787436	1.13712:1.27855:0.7974:1.02041:0.0888919:1	0.645999(0.531363:0.406633:1)	-4832.27			
32	ENSMLUP00000006397|ENSMLUG00000006948|ENSMLUT00000006998|protein_coding|PIK3C2B|phosphatidylinositol-4-phosphate-ENSMOCP00000022355|ENSMOCG00000019428|ENSMOCT00000026199|protein_coding|Pik3c2b|phosphatidylinositol-4-phosphate	MA	0.0509899	0.0811242	0.628542	0.0145404	4887	426.115	4460.89		248	32.7175	215.283			0.0536175	0.604377:1.67899:0.199477:1.2628:0.212575:1	0.654594(0.548803:0.414979:1)	-6579.51			
33	ENSMLUP00000013317|ENSMLUG00000014615|ENSMLUT00000014635|protein_coding|KDM6B|lysine-ENSMOCP00000009627|ENSMOCG00000009811|ENSMOCT00000012595|protein_coding|Kdm6b|lysine	MA	0.0473249	0.109347	0.43279700000000004	3.01319e-07	4791	513.2080000000001	4277.79		242	52.5227	189.477			0.053968600000000005	1.72534:1.64418:1.18306:1.56415:0.128822:1	0.724588(0.605197:0.568566:1)	-6360.12			
34	ENSMLUP00000009579|ENSMLUG00000010458|ENSMLUT00000010507|protein_coding|EIF2AK4|eukaryotic-ENSMOCP00000024126|ENSMOCG00000020630|ENSMOCT00000027986|protein_coding|Eif2ak4|eukaryotic	MA	0.050024400000000004	0.116698	0.428666	3.3930900000000003e-06	4785	348.449	4436.55		248	38.4026	209.597			0.054879599999999994	1.54485:1.96889:1.01772:1.65372:0.472352:1	0.638349(0.554859:0.360188:1)	-6413.91			
35	ENSMLUP00000014793|ENSMLUG00000016212|ENSMLUT00000016234|protein_coding|TNIK|TRAF2-ENSMOCP00000002594|ENSMOCG00000002021|ENSMOCT00000002751|protein_coding|Tnik|TRAF2	MA	0.00625441	0.0134804	0.463963	0.166204	3918	283.76599999999996	3634.23		26	3.7453	22.2547			0.00677776	1.23109:1.548:0.996521:1.50618:0.01:1	0.647524(0.541348:0.401225:1)	-4445.15			
36	ENSMLUP00000007052|ENSMLUG00000007687|ENSMLUT00000007725|protein_coding|POLQ|DNA-ENSMOCP00000018799|ENSMOCG00000016969|ENSMOCT00000022605|protein_coding|Polq|DNA	MA	0.158951	0.396859	0.400522	1.33181e-29	7158	521.799	6636.2		1080	177.229	902.7710000000001			0.176294	1.73954:1.83254:1.29636:1.66399:0.508278:1	0.643755(0.532062:0.399204:1)	-11619.7			
37	ENSMLUP00000005579|ENSMLUG00000006103|ENSMLUT00000006111|protein_coding|PIK3R4|phosphoinositide-3-kinase-ENSMOCP00000000352|ENSMOCG00000000290|ENSMOCT00000000379|protein_coding|Pik3r4|phosphoinositide-3-kinase	MA	0.0181333	0.0519361	0.349146	0.000260794	4074	302.10900000000004	3771.89		82	15.3009	66.6991			0.0206399	1.12381:1.28415:0.826763:1.06347:0.2117:1	0.645189(0.545655:0.389912:1)	-4967.18			
38	ENSMLUP00000007215|ENSMLUG00000007831|ENSMLUT00000007901|protein_coding|TOP2A|DNA-ENSMOCP00000013372|ENSMOCG00000013182|ENSMOCT00000017118|protein_coding|Top2a|DNA	MA	0.0484616	0.0969623	0.49979799999999996	0.00192814	4554	245.365	4308.63		221	22.6052	198.395			0.051074800000000004	1.55621:1.61232:1.26192:1.55801:0.481673:1	0.612099(0.494071:0.342227:1)	-5965.29			
39	ENSMLUP00000018414|ENSMLUG00000023786|ENSMLUT00000031055|protein_coding|USP47|ubiquitin-ENSMOCP00000007252|ENSMOCG00000007031|ENSMOCT00000009096|protein_coding|Usp47|ubiquitin	MA	0.0222837	0.0343167	0.649355	0.13619900000000001	4125	277.35400000000004	3847.65		93	9.29228	83.7077			0.0230928	1.77962:1.59783:1.16254:1.82658:0.268462:1	0.625333(0.519636:0.356364:1)	-5014.89			
40	ENSMLUP00000014281|ENSMLUG00000015661|ENSMLUT00000015679|protein_coding|MINK1|misshapen-ENSMOCP00000003824|ENSMOCG00000003039|ENSMOCT00000004115|protein_coding|Mink1|misshapen	MA	0.0154334	0.0171807	0.8982969999999999	0.620591	3996	306.27	3689.73		61	5.15985	55.8402			0.015567300000000001	1.6132:1.93384:1.99115:2.05222:1.03487:1	0.667668(0.574324:0.428679:1)	-4756.22			
41	ENSMLUP00000009017|ENSMLUG00000009860|ENSMLUT00000009890|protein_coding|BAZ1B|bromodomain-ENSMOCP00000001793|ENSMOCG00000001392|ENSMOCT00000001879|protein_coding|Baz1b|bromodomain	MA	0.0427576	0.0706469	0.60523	0.0435341	4434	278.465	4155.53		188	18.7403	169.26			0.0445091	1.44762:1.60113:1.07117:1.53552:0.251281:1	0.635769(0.535521:0.371786:1)	-5728.09			
42	ENSMLUP00000000154|ENSMLUG00000000158|ENSMLUT00000000168|protein_coding|SMC1A|structural-ENSMOCP00000017565|ENSMOCG00000016110|ENSMOCT00000021355|protein_coding|Smc1a|structural	MA	0.000573576	2.0559299999999998e-05	27.8987	0.43861400000000006	3699	219.987	3479.01		2	0.00452276	1.99548			0.000540687	9.13121:13.0788:25.527:27.0631:0.01:1	0.608408(0.53528:0.289943:1)	-3906.87			
43	ENSMLUP00000014379|ENSMLUG00000015766|ENSMLUT00000015783|protein_coding|MYO6|myosin-ENSMOCP00000006443|ENSMOCG00000005996|ENSMOCT00000007913|protein_coding|Myo6|myosin	MA	0.0163785	0.0591456	0.276919	6.85372e-05	3882	236.097	3645.9		71	13.4564	57.5436			0.0189796	1.14285:1.19347:0.94014:1.21974:0.307307:1	0.620041(0.515456:0.344668:1)	-4644.2			
44	ENSMLUP00000003985|ENSMLUG00000004374|ENSMLUT00000004380|protein_coding|MARF1|meiosis-ENSMOCP00000001519|ENSMOCG00000001136|ENSMOCT00000001577|protein_coding|Marf1|meiosis	MA	0.0965088	0.27678200000000003	0.348682	2.41635e-19	5157	393.158	4763.84		512	97.9917	414.00800000000004			0.110252	0.903447:1.56522:0.298908:1.12167:0.388318:1	0.649699(0.535486:0.413613:1)	-7705.26			
45	ENSMLUP00000013189|ENSMLUG00000014478|ENSMLUT00000014500|protein_coding|MAP3K4|mitogen-activated-ENSMOCP00000016974|ENSMOCG00000015705|ENSMOCT00000020759|protein_coding|Map3k4|mitogen-activated	MA	0.0651149	0.11068299999999999	0.5883	0.00240431	4605	363.626	4241.37		296	37.6494	258.351			0.06871310000000001	1.25932:1.27271:1.00504:1.32266:0.376332:1	0.65038(0.545277:0.405863:1)	-6419.97			
46	ENSMLUP00000006843|ENSMLUG00000007488|ENSMLUT00000007494|protein_coding|HIPK1|homeodomain-ENSMOCP00000009134|ENSMOCG00000009217|ENSMOCT00000011883|protein_coding|Hipk1|homeodomain	MA	0.0108833	0.024350200000000002	0.44694700000000004	0.0323346	3627	303.702	3323.3		43	7.29955	35.7004			0.0120109	1.26937:1.93755:0.832293:1.54792:0.164261:1	0.673422(0.545492:0.474773:1)	-4260.67			
47	ENSMLUP00000014345|ENSMLUG00000015740|ENSMLUT00000015747|protein_coding|TNR|tenascin-ENSMOCP00000005632|ENSMOCG00000005133|ENSMOCT00000006720|protein_coding|Tnr|tenascin	MA	0.0475381	0.10706800000000001	0.444	3.13699e-05	4074	332.798	3741.2		202	33.7156	168.28400000000002			0.052400999999999996	1.53008:1.50251:1.15906:1.4978:0.200074:1	0.666421(0.532769:0.466495:1)	-5439.17			
48	ENSMLUP00000006456|ENSMLUG00000007043|ENSMLUT00000007068|protein_coding|MAP3K5|mitogen-activated-ENSMOCP00000021792|ENSMOCG00000019021|ENSMOCT00000025631|protein_coding|Map3k5|mitogen-activated	MA	0.0373517	0.07406019999999999	0.504342	0.00434193	4026	294.992	3731.01		155	21.006	133.994			0.0400414	1.38172:1.37829:1.13018:1.40316:0.413931:1	0.636364(0.536885:0.372206:1)	-5213.01			
49	ENSMLUP00000001835|ENSMLUG00000002019|ENSMLUT00000002016|protein_coding|ZEB2|zinc-ENSMOCP00000018753|ENSMOCG00000016943|ENSMOCT00000022559|protein_coding|Zeb2|zinc	MA	0.016680900000000002	0.0235144	0.709392	0.25135599999999997	3570	216.583	3353.42		60	5.0067900000000005	54.9932			0.0170955	0.768108:0.95232:0.629516:1.16891:0.230325:1	0.636695(0.510924:0.39916:1)	-4222.47			
50	ENSMLUP00000012054|ENSMLUG00000013232|ENSMLUT00000013249|protein_coding|DDB1|damage-ENSMOCP00000023924|ENSMOCG00000020499|ENSMOCT00000027781|protein_coding|Ddb1|damage	MA	0.00322863	7.00753e-05	46.0738	0.742736	3417	293.39099999999996	3123.61		10	0.0203447	9.97966			0.00295743	22.2769:22.3604:24.6634:25.8775:6.66563:1	0.635938(0.543898:0.363916:1)	-3832.2			
51	ENSMLUP00000017931|ENSMLUG00000026260|ENSMLUT00000030661|protein_coding|BOD1L1|biorientation-ENSMOCP00000001050|ENSMOCG00000000791|ENSMOCT00000001084|protein_coding|Bod1l|biorientation	MA	0.21028000000000002	1.18666	0.177204	2.944199999999998e-241	8415	476.126	7938.87		1636	413.68699999999995	1222.31			0.265524	4.18273:1.50933:0.654652:1.18411:1.50301:1	0.677302(0.555258:0.476649:1)	-14066.1			
52	ENSMLUP00000004419|ENSMLUG00000004836|ENSMLUT00000004852|protein_coding|SETX|senataxin-ENSMOCP00000001109|ENSMOCG00000000848|ENSMOCT00000001145|protein_coding|Setx|senataxin	MA	0.221257	0.518243	0.426937	1.10436e-30	7596	457.038	7138.96		1474	192.208	1281.79			0.23912600000000003	1.56818:1.58822:1.28625:1.52705:0.563518:1	0.629344(0.511058:0.376975:1)	-13096.0			
53	ENSMLUP00000015853|ENSMLUG00000017382|ENSMLUT00000017388|protein_coding|GIGYF2|GRB10-ENSMOCP00000013544|ENSMOCG00000013293|ENSMOCT00000017293|protein_coding|Gigyf2|GRB10	MA	0.0380316	0.0888058	0.428255	0.000294859	3867	280.203	3586.8		152	23.4497	128.55			0.041710699999999996	1.11432:0.923053:0.651531:0.966276:0.54981:1	0.668348(0.595035:0.410008:1)	-4965.22			
54	ENSMLUP00000009013|ENSMLUG00000009880|ENSMLUT00000009886|protein_coding|AMBRA1|autophagy-ENSMOCP00000021451|ENSMOCG00000018792|ENSMOCT00000025283|protein_coding|Ambra1|autophagy	MA	0.0333201	0.0475675	0.700479	0.144886	3804	329.69599999999997	3474.3		126	15.033	110.96700000000001			0.034554900000000006	0.895174:0.948652:1.03875:1.09236:0.764001:1	0.690326(0.543375:0.527603:1)	-4822.68			
55	ENSMLUP00000007213|ENSMLUG00000007884|ENSMLUT00000007899|protein_coding|MET|MET-ENSMOCP00000006670|ENSMOCG00000006344|ENSMOCT00000008240|protein_coding|Met|MET	MA	0.0631051	0.130468	0.483684	5.39042e-05	4146	294.065	3851.94		265	36.1245	228.87599999999998			0.0678829	0.964567:1.83356:0.418057:1.36387:0.420843:1	0.63109(0.509045:0.384226:1)	-5725.49			
56	ENSMLUP00000011055|ENSMLUG00000012122|ENSMLUT00000012134|protein_coding|UPF1|UPF1-ENSMOCP00000006123|ENSMOCG00000005699|ENSMOCT00000007433|protein_coding|Upf1|UPF1	MA	0.00626651	0.033051	0.189601	9.434930000000001e-05	3336	251.08599999999998	3084.91		27	8.10935	18.8907			0.00828246	1.85584:2.50685:2.00645:2.01596:0.801589:1	0.66232(0.57509:0.411871:1)	-3881.61			
57	ENSMLUP00000011119|ENSMLUG00000012194|ENSMLUT00000012206|protein_coding|ADCY8|adenylate-ENSMOCP00000013091|ENSMOCG00000012981|ENSMOCT00000016835|protein_coding|Adcy8|adenylate	MA	0.0378454	0.06636030000000001	0.5703020000000001	0.013554499999999999	3741	315.777	3425.22		145	20.178	124.822			0.0402524	0.773087:1.38822:0.588565:1.14175:0.498973:1	0.643144(0.54571:0.383721:1)	-4856.25			
58	ENSMLUP00000004307|ENSMLUG00000004712|ENSMLUT00000004734|protein_coding|USP7|ubiquitin-ENSMOCP00000017673|ENSMOCG00000016190|ENSMOCT00000021463|protein_coding|Usp7|ubiquitin	MA	0.0174709	0.00034941800000000005	50.0	0.060877	3282	210.513	3071.49		53	0.0725507	52.9274			0.0163727	0.318365:0.451511:0.393205:0.693777:0.299403:1	0.617764(0.540219:0.313071:1)	-3897.25			
59	ENSMLUP00000004345|ENSMLUG00000004754|ENSMLUT00000004773|protein_coding|SLC12A6|solute-ENSMOCP00000004329|ENSMOCG00000003543|ENSMOCT00000004765|protein_coding||solute	MA	0.0193445	0.0310243	0.623528	0.12623399999999999	3450	304.224	3145.78		69	9.26487	59.7351			0.020374400000000004	1.93342:1.95934:1.58567:1.97316:0.426708:1	0.639275(0.515652:0.402174:1)	-4195.95			
60	ENSMLUP00000013362|ENSMLUG00000014674|ENSMLUT00000014686|protein_coding|NOS3|nitric-ENSMOCP00000013724|ENSMOCG00000013421|ENSMOCT00000017475|protein_coding|Nos3|nitric	MA	0.0310563	0.0233706	1.32886	0.42952799999999997	3606	394.311	3211.69		106	8.96505	97.035			0.0302159	0.584097:1.58722:0.305803:1.20163:0.300659:1	0.694121(0.598586:0.483777:1)	-4595.17			
