	Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
10	ENSMLUP00000002778|ENSMLUG00000003023|ENSMLUT00000003057|protein_coding|NOTCH2|notch-ENSMOCP00000019730|ENSMOCG00000017629|ENSMOCT00000023543|protein_coding|Notch2|notch	MA	0.046222000000000006	0.15216	0.303772	1.07034e-16	7266	492.23	6773.77		358	69.1077	288.892			0.05339869999999999	1.02102:1.13081:0.80413:1.10199:0.327957:1	0.682694(0.547049:0.501444:0.999587)	-9745.11			
11	ENSMLUP00000015418|ENSMLUG00000016908|ENSMLUT00000016917|protein_coding|ATR|ATR-ENSMOCP00000016017|ENSMOCG00000015022|ENSMOCT00000019791|protein_coding|Atr|ATR	MA	0.05808869999999999	0.10416900000000001	0.557642	3.0839499999999995e-05	7674	614.663	7059.34		448	60.5041	387.496			0.06177959999999999	1.31156:1.51311:0.81749:1.36091:0.375669:1	0.625554(0.529124:0.347537:1)	-10508.0			
12	ENSMLUP00000001687|ENSMLUG00000001838|ENSMLUT00000001855|protein_coding|FN1|fibronectin-ENSMOCP00000026477|ENSMOCG00000022262|ENSMOCT00000030353|protein_coding|Fn1|fibronectin	MA	0.0496002	0.129719	0.382367	9.53764e-12	7407	563.406	6843.59		388	68.73899999999999	319.26099999999997			0.0556944	1.72084:1.77642:1.36276:1.74555:0.403581:1	0.667679(0.521053:0.482389:0.999595)	-9951.26			
13	ENSMLUP00000001849|ENSMLUG00000002022|ENSMLUT00000002031|protein_coding|NCOR1|nuclear-ENSMOCP00000024390|ENSMOCG00000020819|ENSMOCT00000028252|protein_coding|Ncor1|nuclear	MA	0.0390202	0.0967688	0.403231	2.1163099999999998e-08	7203	561.482	6641.52		295	51.1297	243.87			0.0435218	1.51299:1.51224:1.17982:1.46767:0.250752:1	0.676797(0.552456:0.478351:0.999584)	-9244.43			
14	ENSMLUP00000001258|ENSMLUG00000001342|ENSMLUT00000001368|protein_coding|TRIP12|thyroid-ENSMOCP00000025951|ENSMOCG00000021899|ENSMOCT00000029825|protein_coding|Trip12|thyroid	MA	0.00909741	0.0287199	0.316763	0.00025545200000000003	6072	471.165	5600.83		63	13.2202	49.7798			0.010620000000000001	1.74433:1.99986:1.38758:1.75196:0.342317:1	0.658519(0.536296:0.439753:0.999506)	-7096.17			
15	ENSMLUP00000008941|ENSMLUG00000009791|ENSMLUT00000009807|protein_coding|EPG5|ectopic-ENSMOCP00000016762|ENSMOCG00000015567|ENSMOCT00000020546|protein_coding|Epg5|ectopic	MA	0.0795342	0.145481	0.5467	6.552659999999999e-08	7710	729.8910000000001	6980.11		607	97.4597	509.54			0.0857772	1.54274:2.23071:0.396329:1.4684:0.399599:1	0.647478(0.581291:0.361532:0.999611)	-11083.8			
16	ENSMLUP00000008555|ENSMLUG00000009336|ENSMLUT00000009387|protein_coding|LRRK2|leucine-ENSMOCP00000004016|ENSMOCG00000003192|ENSMOCT00000004333|protein_coding|Lrrk2|leucine	MA	0.08924589999999999	0.122964	0.7257899999999999	0.00962377	7569	607.001	6962.0		641	68.744	572.256			0.09195	1.61172:1.66938:1.26809:1.65678:0.438305:1	0.626387(0.537044:0.342512:0.999604)	-10971.3			
17	ENSMLUP00000015682|ENSMLUG00000017195|ENSMLUT00000017204|protein_coding|MYH9|myosin-9-ENSMOCP00000024214|ENSMOCG00000020713|ENSMOCT00000028074|protein_coding|Myh9|myosin	MA	0.0177021	0.0244432	0.724214	0.377207	5880	321.702	5558.3		104	7.69641	96.3036			0.0180709	1.5403:1.58534:1.20261:1.50285:0.249532:1	0.628081(0.581591:0.303162:0.99949)	-6843.33			
18	ENSMLUP00000005888|ENSMLUG00000006435|ENSMLUT00000006446|protein_coding|PLXNA4|plexin-ENSMOCP00000024323|ENSMOCG00000020783|ENSMOCT00000028185|protein_coding|Plxna4|plexin	MA	0.018144	0.0214707	0.845058	0.559236	5679	410.52099999999996	5268.48		102	8.6111	93.3889			0.0183845	0.599084:1.82317:0.307644:1.16011:0.246358:1	0.63534(0.521383:0.385164:0.999472)	-6865.57			
19	ENSMLUP00000010748|ENSMLUG00000011755|ENSMLUT00000011796|protein_coding|ARFGEF1|ADP-ENSMOCP00000013412|ENSMOCG00000013194|ENSMOCT00000017160|protein_coding|Arfgef1|ADP	MA	0.0116726	0.0248303	0.470096	0.0209189	5409	382.6	5026.4		67	9.336839999999999	57.6632			0.012603299999999998	1.45402:1.81105:1.00546:1.53687:0.0658249:1	0.628049(0.519124:0.365576:0.999446)	-6362.49			
20	ENSMLUP00000011327|ENSMLUG00000012423|ENSMLUT00000012438|protein_coding|SUPT6H|SPT6-ENSMOCP00000026044|ENSMOCG00000021959|ENSMOCT00000029918|protein_coding|Supt6|SPT6	MA	0.00629574	0.029870599999999997	0.210767	0.00014262200000000002	5169	337.63599999999997	4831.36		39	9.711269999999999	29.2887			0.00783564	3.96121:4.47849:3.7646:4.36922:0.732334:1	0.639598(0.563805:0.355568:0.99942)	-5892.57			
21	ENSMLUP00000009203|ENSMLUG00000010072|ENSMLUT00000010094|protein_coding|SETD2|SET-ENSMOCP00000007239|ENSMOCG00000007000|ENSMOCT00000009077|protein_coding|Setd2|SET	MA	0.0903651	0.323804	0.279074	2.7353299999999997e-35	7257	457.83099999999996	6799.17		671	130.431	540.569			0.105092	1.78781:0.959268:0.503709:1.1135:0.804349:1	0.65268(0.511782:0.446259:1)	-10643.6			
22	ENSMLUP00000014624|ENSMLUG00000016034|ENSMLUT00000016055|protein_coding|PTPRF|protein-ENSMOCP00000004821|ENSMOCG00000004121|ENSMOCT00000005505|protein_coding|Ptprf|protein	MA	0.0499405	0.0779616	0.640578	0.0110584	5721	523.413	5197.59		286	38.8532	247.14700000000002			0.05250409999999999	1.03933:1.30099:0.720223:1.24178:0.394759:1	0.668414(0.560797:0.444969:0.999476)	-7697.57			
23	ENSMLUP00000005214|ENSMLUG00000005694|ENSMLUT00000005706|protein_coding|CACNA1F|calcium-ENSMOCP00000004703|ENSMOCG00000003974|ENSMOCT00000005325|protein_coding|Cacna1f|calcium	MA	0.046806	0.0858985	0.544898	0.000305062	5802	546.943	5255.06		279	44.7444	234.25599999999997			0.0504911	1.1594:1.41658:0.63698:1.22564:0.247726:1	0.647287(0.545995:0.396382:0.999483)	-7773.83			
24	ENSMLUP00000005265|ENSMLUG00000005754|ENSMLUT00000005762|protein_coding|RICTOR|RPTOR-ENSMOCP00000020650|ENSMOCG00000018257|ENSMOCT00000024474|protein_coding|Rictor|RPTOR	MA	0.0186738	0.0402144	0.464358	0.00714208	5040	395.898	4644.1		101	15.6658	85.3342			0.020365900000000003	1.24671:1.45497:0.958401:1.53877:0.28861:1	0.634543(0.521416:0.382808:0.999405)	-6099.61			
25	ENSMLUP00000006999|ENSMLUG00000007568|ENSMLUT00000007667|protein_coding|ROS1|ROS-ENSMOCP00000023731|ENSMOCG00000020353|ENSMOCT00000027586|protein_coding|Ros1|ROS	MA	0.11558399999999999	0.24565	0.470525	3.8374000000000004e-14	7017	544.575	6472.42		788	119.53299999999999	668.467			0.12567799999999998	1.34669:1.62135:0.699178:1.43012:0.407026:1	0.64245(0.518162:0.409615:0.999573)	-10769.7			
26	ENSMLUP00000009154|ENSMLUG00000010006|ENSMLUT00000010045|protein_coding|PLXNA3|plexin-ENSMOCP00000003016|ENSMOCG00000002375|ENSMOCT00000003219|protein_coding|Plxna3|plexin	MA	0.0354284	0.11083599999999999	0.31964699999999996	1.5337400000000001e-09	5100	384.346	4715.65		200	40.6352	159.365			0.0411113	0.697398:1.6572:0.633273:0.971025:0.429532:1	0.663923(0.554968:0.43739:0.999412)	-6687.19			
27	ENSMLUP00000016207|ENSMLUG00000017764|ENSMLUT00000017768|protein_coding|INO80|INO80-ENSMOCP00000018648|ENSMOCG00000016879|ENSMOCT00000022454|protein_coding|Ino80|INO80	MA	0.0132368	0.012375299999999999	1.06962	0.795229	4677	339.57099999999997	4337.43		61	4.16028	56.8397			0.0131743	0.373537:2.09042:0.237541:1.51462:0.0179054:1	0.6375(0.513782:0.399359:0.999359)	-5486.53			
28	ENSMLUP00000003084|ENSMLUG00000003378|ENSMLUT00000003393|protein_coding|SMCHD1|structural-ENSMOCP00000014462|ENSMOCG00000013945|ENSMOCT00000018221|protein_coding|Smchd1|structural	MA	0.0804077	0.19906500000000002	0.403927	1.27746e-11	6009	387.23199999999997	5621.77		485	70.6571	414.343			0.08805419999999999	0.843167:2.11197:0.561197:1.44043:0.52507:1	0.628141(0.523215:0.361208:1)	-8575.7			
29	ENSMLUP00000002296|ENSMLUG00000002494|ENSMLUT00000002526|protein_coding|ITSN2|intersectin-ENSMOCP00000008222|ENSMOCG00000008139|ENSMOCT00000010520|protein_coding|Itsn2|intersectin	MA	0.0305267	0.09627689999999998	0.31707199999999996	1.7944000000000002e-07	4965	324.267	4640.73		165	29.7954	135.205			0.0348209	1.72471:1.73601:1.3563:1.55106:0.433863:1	0.63748(0.53442:0.378623:0.999396)	-6298.36			
30	ENSMLUP00000006988|ENSMLUG00000007632|ENSMLUT00000007654|protein_coding|DCAF1|DDB1-ENSMOCP00000010492|ENSMOCG00000010709|ENSMOCT00000013758|protein_coding|Dcaf1|DDB1	MA	0.0100946	0.018974099999999997	0.5320199999999999	0.084652	4518	353.62699999999995	4164.37		48	6.60688	41.3931			0.0107896	0.735822:1.64527:0.518405:1.22302:0.183462:1	0.64875(0.560385:0.38653:0.999336)	-5286.2			
31	ENSMLUP00000005263|ENSMLUG00000005748|ENSMLUT00000005758|protein_coding|NOTCH1|notch-ENSMOCP00000002162|ENSMOCG00000001663|ENSMOCT00000002286|protein_coding|Notch1|notch	MA	0.0556375	0.182563	0.304758	1.6012e-14	5385	356.031	5028.97		317	59.758	257.242			0.0640292	0.739832:1.32835:0.4773:0.857415:0.105751:1	0.689495(0.564031:0.505011:0.999443)	-7375.97			
32	ENSMLUP00000005661|ENSMLUG00000006184|ENSMLUT00000006196|protein_coding|UNC13B|unc-13-ENSMOCP00000015567|ENSMOCG00000014687|ENSMOCT00000019339|protein_coding|Unc13b|unc-13	MA	0.027745799999999998	0.0992556	0.279539	1.36459e-08	4791	311.17	4479.83		149	29.655	119.345			0.032390300000000004	1.59922:1.54254:1.35387:1.378:0.690032:1	0.638924(0.534418:0.382979:0.999374)	-6087.96			
33	ENSMLUP00000010918|ENSMLUG00000011967|ENSMLUT00000011986|protein_coding|MYLK|myosin-ENSMOCP00000023714|ENSMOCG00000020331|ENSMOCT00000027569|protein_coding|Mylk|myosin,	MA	0.072688	0.226481	0.320945	2.54373e-21	5799	480.32099999999997	5318.68		450	98.8168	351.18300000000005			0.08542639999999999	1.43683:1.36499:0.981259:1.30111:0.283016:1	0.670372(0.56515:0.446484:0.999483)	-8282.25			
34	ENSMLUP00000006061|ENSMLUG00000006633|ENSMLUT00000006638|protein_coding|MED1|mediator-ENSMOCP00000024951|ENSMOCG00000021211|ENSMOCT00000028817|protein_coding|Med1|mediator	MA	0.0231737	0.035868300000000006	0.646077	0.125818	4713	324.135	4388.86		112	11.4895	100.51100000000001			0.0240467	1.15532:2.24197:0.698105:2.08143:0.16269:1	0.656701(0.486641:0.484097:0.999364)	-5625.4			
35	ENSMLUP00000002143|ENSMLUG00000002342|ENSMLUT00000002359|protein_coding|SMARCA2|SWI/SNF-ENSMOCP00000002100|ENSMOCG00000001611|ENSMOCT00000002219|protein_coding|Smarca2|SWI/SNF	MA	0.0408716	0.06429630000000001	0.635677	0.0451257	4671	338.663	4332.34		190	20.8062	169.19400000000002			0.04257	0.800436:0.968595:0.806098:1.12875:0.533562:1	0.652644(0.572575:0.385356:1)	-6042.55			
36	ENSMLUP00000009579|ENSMLUG00000010458|ENSMLUT00000010507|protein_coding|EIF2AK4|eukaryotic-ENSMOCP00000024126|ENSMOCG00000020630|ENSMOCT00000027986|protein_coding|Eif2ak4|eukaryotic	MA	0.050024400000000004	0.116698	0.428666	3.3930900000000003e-06	4785	348.449	4436.55		248	38.4026	209.597			0.054879599999999994	1.54485:1.96889:1.01772:1.65372:0.472352:1	0.637949(0.554511:0.359962:0.999373)	-6413.91			
37	ENSMLUP00000014793|ENSMLUG00000016212|ENSMLUT00000016234|protein_coding|TNIK|TRAF2-ENSMOCP00000002594|ENSMOCG00000002021|ENSMOCT00000002751|protein_coding|Tnik|TRAF2	MA	0.00625441	0.0134804	0.463963	0.166204	3918	283.76599999999996	3634.23		26	3.7453	22.2547			0.00677776	1.23109:1.548:0.996521:1.50618:0.01:1	0.647029(0.540933:0.400918:0.999235)	-4445.15			
38	ENSMLUP00000007052|ENSMLUG00000007687|ENSMLUT00000007725|protein_coding|POLQ|DNA-ENSMOCP00000018799|ENSMOCG00000016969|ENSMOCT00000022605|protein_coding|Polq|DNA	MA	0.158951	0.396859	0.400522	1.33181e-29	7158	521.799	6636.2		1080	177.229	902.7710000000001			0.176294	1.73954:1.83254:1.29636:1.66399:0.508278:1	0.643486(0.531839:0.399036:0.999581)	-11619.7			
39	ENSMLUP00000018414|ENSMLUG00000023786|ENSMLUT00000031055|protein_coding|USP47|ubiquitin-ENSMOCP00000007252|ENSMOCG00000007031|ENSMOCT00000009096|protein_coding|Usp47|ubiquitin	MA	0.0222837	0.0343167	0.649355	0.13619900000000001	4125	277.35400000000004	3847.65		93	9.29228	83.7077			0.0230928	1.77962:1.59783:1.16254:1.82658:0.268462:1	0.624879(0.519259:0.356105:0.999273)	-5014.89			
40	ENSMLUP00000014281|ENSMLUG00000015661|ENSMLUT00000015679|protein_coding|MINK1|misshapen-ENSMOCP00000003824|ENSMOCG00000003039|ENSMOCT00000004115|protein_coding|Mink1|misshapen	MA	0.0154334	0.0171807	0.8982969999999999	0.620591	3996	306.27	3689.73		61	5.15985	55.8402			0.015567300000000001	1.6132:1.93384:1.99115:2.05222:1.03487:1	0.667167(0.573893:0.428357:0.99925)	-4756.22			
41	ENSMLUP00000014966|ENSMLUG00000016405|ENSMLUT00000016423|protein_coding|SLIT2|slit-ENSMOCP00000012579|ENSMOCG00000012614|ENSMOCT00000016318|protein_coding|Slit2|slit	MA	0.0343116	0.0748824	0.458207	0.00244642	4188	260.27299999999997	3927.73		148	18.6993	129.30100000000002			0.036833	1.02432:1.54839:0.706367:1.36267:0.367153:1	0.639804(0.495702:0.423711:1)	-5372.63			
42	ENSMLUP00000002355|ENSMLUG00000002581|ENSMLUT00000002590|protein_coding|DROSHA|drosha-ENSMOCP00000016058|ENSMOCG00000015044|ENSMOCT00000019833|protein_coding|Drosha|drosha	MA	0.032188	0.066133	0.486716	0.00622258	4092	299.176	3792.82		136	18.9669	117.03299999999999			0.0346698	1.01501:1.15737:0.925115:1.18237:0.488819:1	0.652747(0.539927:0.419048:0.999267)	-5255.06			
43	ENSMLUP00000008885|ENSMLUG00000009694|ENSMLUT00000009745|protein_coding|SIN3A|SIN3-ENSMOCP00000001495|ENSMOCG00000001132|ENSMOCT00000001552|protein_coding|Sin3a|SIN3	MA	0.0101631	0.017769200000000002	0.5719489999999999	0.152482	3822	258.925	3563.08		40	4.50927	35.4907			0.0106784	1.48955:3.08756:0.83884:1.99895:0.01:1	0.643791(0.558431:0.373725:0.999216)	-4454.65			
44	ENSMLUP00000011674|ENSMLUG00000012821|ENSMLUT00000012832|protein_coding|EIF4G1|eukaryotic-ENSMOCP00000017575|ENSMOCG00000016131|ENSMOCT00000021365|protein_coding|Eif4g1|eukaryotic	MA	0.0557381	0.0974747	0.571822	0.00166865	4611	419.80800000000005	4191.19		259	38.6058	220.394			0.059538	1.61725:1.6168:1.32985:1.60849:0.508437:1	0.68445(0.592388:0.460963:1)	-6250.22			
45	ENSMLUP00000015812|ENSMLUG00000017340|ENSMLUT00000017346|protein_coding|GOLGA4|golgin-ENSMOCP00000026658|ENSMOCG00000022389|ENSMOCT00000030541|protein_coding|Golga4|golgin	MA	0.155729	0.8502059999999999	0.183166	1.0412099999999998e-92	6561	263.394	6297.61		969	180.132	788.868			0.183609	3.04443:2.29003:0.715041:1.63594:1.39176:1	0.620963(0.585466:0.277651:0.999771)	-10216.9			
46	ENSMLUP00000011868|ENSMLUG00000013034|ENSMLUT00000013047|protein_coding|SLIT3|slit-ENSMOCP00000011474|ENSMOCG00000011712|ENSMOCT00000015065|protein_coding|Slit3|slit	MA	0.0311572	0.06896139999999999	0.45180600000000004	0.00142089	4011	287.687	3723.31		131	19.1314	111.869			0.033868699999999995	1.97509:2.60252:1.09917:1.9838:0.222713:1	0.654335(0.519806:0.443946:0.999253)	-5115.98			
47	ENSMLUP00000013189|ENSMLUG00000014478|ENSMLUT00000014500|protein_coding|MAP3K4|mitogen-activated-ENSMOCP00000016974|ENSMOCG00000015705|ENSMOCT00000020759|protein_coding|Map3k4|mitogen-activated	MA	0.0651149	0.11068299999999999	0.5883	0.00240431	4605	363.626	4241.37		296	37.6494	258.351			0.06871310000000001	1.25932:1.27271:1.00504:1.32266:0.376332:1	0.649957(0.544922:0.405599:0.999349)	-6419.97			
48	ENSMLUP00000021789|ENSMLUG00000028614|ENSMLUT00000024427|protein_coding|RIMS1|regulating-ENSMOCP00000018160|ENSMOCG00000016536|ENSMOCT00000021957|protein_coding|Rims1|regulating	MA	0.0461891	0.0827427	0.558225	0.00456058	4365	377.64	3987.36		203	29.4455	173.555			0.0493515	1.54517:1.72526:1.33994:1.73202:0.686366:1	0.68212(0.532967:0.51408:0.999313)	-5711.19			
49	ENSMLUP00000005936|ENSMLUG00000006490|ENSMLUT00000006500|protein_coding|PUM1|pumilio-ENSMOCP00000016614|ENSMOCG00000015463|ENSMOCT00000020396|protein_coding|Pum1|pumilio	MA	0.00554958	0.000169793	32.6845	0.284708	3558	321.365	3236.64		18	0.05451519999999999	17.9455			0.00506367	0.398951:1.97112:1.4163:1.77702:0.148282:1	0.688009(0.605729:0.459141:0.999158)	-4039.1			
50	ENSMLUP00000007291|ENSMLUG00000007943|ENSMLUT00000007983|protein_coding|ATRN|attractin-ENSMOCP00000000635|ENSMOCG00000000501|ENSMOCT00000000666|protein_coding|Atrn|attractin	MA	0.0369807	0.145119	0.25483	3.85059e-10	3876	220.90599999999998	3655.09		157	30.0973	126.90299999999999			0.0431439	1.30102:1.29239:1.03064:1.27378:0.401493:1	0.637535(0.464811:0.448569:0.999227)	-5066.13			
51	ENSMLUP00000012576|ENSMLUG00000013806|ENSMLUT00000013821|protein_coding|INSR|insulin-ENSMOCP00000014933|ENSMOCG00000014283|ENSMOCT00000018697|protein_coding|Insr|insulin	MA	0.042650400000000005	0.056954700000000004	0.748848	0.21994	4008	288.095	3719.91		167	15.6525	151.347			0.0436786	0.533942:1.21138:0.581259:1.08715:0.22774:1	0.633508(0.502992:0.39828:0.999252)	-5257.35			
52	ENSMLUP00000014345|ENSMLUG00000015740|ENSMLUT00000015747|protein_coding|TNR|tenascin-ENSMOCP00000005632|ENSMOCG00000005133|ENSMOCT00000006720|protein_coding|Tnr|tenascin	MA	0.0475381	0.10706800000000001	0.444	3.13699e-05	4074	332.798	3741.2		202	33.7156	168.28400000000002			0.052400999999999996	1.53008:1.50251:1.15906:1.4978:0.200074:1	0.665931(0.532377:0.466152:0.999264)	-5439.17			
53	ENSMLUP00000013586|ENSMLUG00000014908|ENSMLUT00000014924|protein_coding||phospholipase-ENSMOCP00000015721|ENSMOCG00000014818|ENSMOCT00000019493|protein_coding|Plcg2|phospholipase	MA	0.028330400000000002	0.0721747	0.392525	0.00046971400000000004	3795	246.06599999999997	3548.93		114	17.1139	96.8861			0.0311732	2.55487:2.29666:1.619:2.27151:0.305158:1	0.61585(0.492101:0.35624:0.99921)	-4767.21			
54	ENSMLUP00000006456|ENSMLUG00000007043|ENSMLUT00000007068|protein_coding|MAP3K5|mitogen-activated-ENSMOCP00000021792|ENSMOCG00000019021|ENSMOCT00000025631|protein_coding|Map3k5|mitogen-activated	MA	0.0373517	0.07406019999999999	0.504342	0.00434193	4026	294.992	3731.01		155	21.006	133.994			0.0400414	1.38172:1.37829:1.13018:1.40316:0.413931:1	0.636364(0.536885:0.372206:1)	-5213.01			
55	ENSMLUP00000001835|ENSMLUG00000002019|ENSMLUT00000002016|protein_coding|ZEB2|zinc-ENSMOCP00000018753|ENSMOCG00000016943|ENSMOCT00000022559|protein_coding|Zeb2|zinc	MA	0.016680900000000002	0.0235144	0.709392	0.25135599999999997	3570	216.583	3353.42		60	5.0067900000000005	54.9932			0.0170955	0.768108:0.95232:0.629516:1.16891:0.230325:1	0.63616(0.510495:0.398825:0.99916)	-4222.47			
56	ENSMLUP00000009299|ENSMLUG00000010166|ENSMLUT00000010202|protein_coding|PLCG1|phospholipase-ENSMOCP00000019448|ENSMOCG00000017403|ENSMOCT00000023259|protein_coding|Plcg1|phospholipase	MA	0.020485	0.0707668	0.289472	1.42566e-05	3642	256.97900000000004	3385.02		84	17.4526	66.5474			0.0240329	1.69375:1.83306:1.59189:1.89668:0.790482:1	0.636077(0.530453:0.378189:0.999588)	-4503.61			
57	ENSMLUP00000004670|ENSMLUG00000005087|ENSMLUT00000005119|protein_coding|PTPRS|protein-ENSMOCP00000016413|ENSMOCG00000015299|ENSMOCT00000020191|protein_coding|Ptprs|protein	MA	0.043143400000000005	0.0890061	0.484724	0.000302083	3981	395.656	3585.34		181	33.5654	147.435			0.0477015	2.13507:2.4185:1.59972:2.15563:0.374186:1	0.683622(0.577619:0.473248:1)	-5257.54			
58	ENSMLUP00000003920|ENSMLUG00000004297|ENSMLUT00000004304|protein_coding|TNKS2|tankyrase-ENSMOCP00000015922|ENSMOCG00000014956|ENSMOCT00000019695|protein_coding|Tnks2|tankyrase	MA	0.0121234	0.028741200000000005	0.42181199999999996	0.029681299999999997	3489	263.506	3225.49		46	7.46358	38.5364			0.013378399999999999	1.63146:2.35992:1.60224:1.81335:0.383189:1	0.670533(0.606959:0.405498:0.999141)	-4115.31			
59	ENSMLUP00000011888|ENSMLUG00000013064|ENSMLUT00000013069|protein_coding|FBXO38|F-box-ENSMOCP00000016542|ENSMOCG00000015410|ENSMOCT00000020321|protein_coding|Fbxo38|F-box	MA	0.0178299	0.038053500000000004	0.468549	0.0255095	3561	262.743	3298.26		67	9.73587	57.2641			0.0193221	2.13878:2.05136:1.80286:2.02426:0.579904:1	0.647868(0.537458:0.406987:0.999158)	-4311.84			
