	Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
38	ENSMLUP00000017931|ENSMLUG00000026260|ENSMLUT00000030661|protein_coding|BOD1L1|biorientation-ENSMUGP00000002495|ENSMUGG00000002159|ENSMUGT00000003014|protein_coding|Bod1l|biorientation	MA	0.20886100000000002	1.16513	0.17926	1.3443099999999996e-236	8463	484.981	7978.02		1638	414.80400000000003	1223.2			0.26366100000000003	4.57072:1.60402:0.687614:1.32943:1.89187:1	0.676474(0.557072:0.47235:1)	-14105.5			
39	ENSMLUP00000012794|ENSMLUG00000014052|ENSMLUT00000014067|protein_coding|PSME4|proteasome-ENSMUGP00000019532|ENSMUGG00000016155|ENSMUGT00000022471|protein_coding|Psme4|proteasome	MA	0.040751	0.0687817	0.5924689999999999	0.02419	4017	311.649	3705.35		165	20.5118	144.488			0.0429257	1.36029:2.25075:0.719014:1.47376:0.477308:1	0.630943(0.539955:0.352875:1)	-5249.66			
40	ENSMLUP00000009579|ENSMLUG00000010458|ENSMLUT00000010507|protein_coding|EIF2AK4|eukaryotic-ENSMUGP00000026563|ENSMUGG00000021979|ENSMUGT00000030446|protein_coding|Eif2ak4|eukaryotic	MA	0.054661400000000006	0.0969342	0.563902	0.00474757	4380	324.45599999999996	4055.54		239	29.695	209.305			0.0577928	1.41463:1.74428:1.00234:1.55999:0.542598:1	0.639954(0.553767:0.366096:1)	-5921.51			
41	ENSMLUP00000000244|ENSMLUG00000000256|ENSMLUT00000000266|protein_coding|PTPRK|protein-ENSMUGP00000018375|ENSMUGG00000009068|ENSMUGT00000021149|protein_coding|Ptprk|protein	MA	0.0219206	0.0739437	0.29645	7.71924e-06	3642	251.995	3390.01		90	18.0432	71.9568			0.0255201	1.35268:1.3525:1.31761:1.36961:0.690637:1	0.646365(0.53251:0.406996:0.999588)	-4532.7			
42	ENSMLUP00000014345|ENSMLUG00000015740|ENSMLUT00000015747|protein_coding|TNR|tenascin-ENSMUGP00000016810|ENSMUGG00000014326|ENSMUGT00000019417|protein_coding|Tnr|tenascin	MA	0.0456592	0.13164	0.34684899999999996	2.3132200000000002e-08	4074	329.522	3744.48		202	40.8793	161.121			0.05261369999999999	1.78075:1.8277:1.37797:1.72797:0.262909:1	0.666667(0.534242:0.465758:1)	-5439.85			
43	ENSMLUP00000012054|ENSMLUG00000013232|ENSMLUT00000013249|protein_coding|DDB1|damage-ENSMUGP00000016939|ENSMUGG00000014489|ENSMUGT00000019565|protein_coding|Ddb1|damage	MA	0.00291574	6.258e-05	46.5921	0.729143	3417	306.719	3110.28		9	0.019008700000000003	8.98099			0.00265963	18.0446:16.2193:20.2104:21.5569:5.34145:1	0.636084(0.543898:0.364355:1)	-3826.36			
44	ENSMLUP00000001835|ENSMLUG00000002019|ENSMLUT00000002016|protein_coding|ZEB2|zinc-ENSMUGP00000012291|ENSMUGG00000010555|ENSMUGT00000014302|protein_coding|Zeb2|zinc	MA	0.015533100000000001	0.014649200000000001	1.06034	0.9877520000000001	3570	245.146	3324.85		55	3.5758099999999997	51.4242			0.015472399999999999	0.91866:2.14206:0.780841:2.58276:0.584031:1	0.636835(0.510924:0.39958:1)	-4192.51			
45	ENSMLUP00000014379|ENSMLUG00000015766|ENSMLUT00000015783|protein_coding|MYO6|myosin-ENSMUGP00000031098|ENSMUGG00000025602|ENSMUGT00000035610|protein_coding|Myo6|myosin	MA	0.0170702	0.06306759999999999	0.27066599999999996	5.53171e-05	3603	221.81	3381.19		69	13.460999999999999	55.538999999999994			0.019902	1.50353:1.90738:1.27695:1.75626:0.411854:1	0.618651(0.518318:0.337635:1)	-4320.96			
46	ENSMLUP00000015853|ENSMLUG00000017382|ENSMLUT00000017388|protein_coding|GIGYF2|GRB10-ENSMUGP00000026382|ENSMUGG00000021939|ENSMUGT00000030242|protein_coding|Gigyf2|GRB10	MA	0.038655	0.0815644	0.47392	0.00192202	3846	278.375	3567.62		152	21.488000000000003	130.512			0.0417608	1.30311:1.09909:0.768935:1.09475:0.459937:1	0.669007(0.594384:0.412637:1)	-4938.97			
47	ENSMLUP00000011055|ENSMLUG00000012122|ENSMLUT00000012134|protein_coding|UPF1|UPF1-ENSMUGP00000015658|ENSMUGG00000013453|ENSMUGT00000018143|protein_coding|Upf1|UPF1	MA	0.005946	0.0357015	0.166548	2.0171099999999997e-05	3336	263.548	3072.45		27	9.17861	17.8214			0.00829672	1.98696:2.08825:2.02129:2.03021:0.860682:1	0.66247(0.57554:0.411871:1)	-3881.52			
48	ENSMLUP00000015095|ENSMLUG00000016559|ENSMLUT00000016567|protein_coding||RAD50-ENSMUGP00000022001|ENSMUGG00000018452|ENSMUGT00000025250|protein_coding|Rad50|RAD50	MA	0.043692699999999994	0.0709936	0.615446	0.1221	3936	175.264	3760.74		169	11.8964	157.10399999999998			0.0449084	2.05024:1.99416:1.55441:1.86006:0.296538:1	0.599212(0.517912:0.279726:1)	-4938.12			
49	ENSMLUP00000009013|ENSMLUG00000009880|ENSMLUT00000009886|protein_coding|AMBRA1|autophagy-ENSMUGP00000001542|ENSMUGG00000001145|ENSMUGT00000001851|protein_coding|Ambra1|autophagy	MA	0.0238891	0.0161458	1.47959	0.554773	3624	321.486	3302.51		83	5.12368	77.8763			0.023202200000000003	0.700979:0.784406:0.659309:0.897294:0.344337:1	0.685844(0.538493:0.51904:1)	-4419.76			
50	ENSMLUP00000004307|ENSMLUG00000004712|ENSMLUT00000004734|protein_coding|USP7|ubiquitin-ENSMUGP00000005002|ENSMUGG00000004389|ENSMUGT00000005951|protein_coding|Usp7|ubiquitin	MA	0.017886900000000004	0.0187658	0.9531620000000001	0.76157	3303	200.115	3102.88		58	3.67571	54.3243			0.017940099999999997	1.4232:1.56061:1.53886:1.67437:0.751401:1	0.618226(0.535422:0.319255:1)	-3960.49			
51	ENSMLUP00000013362|ENSMLUG00000014674|ENSMLUT00000014686|protein_coding|NOS3|nitric-ENSMUGP00000010741|ENSMUGG00000009385|ENSMUGT00000012530|protein_coding|Nos3|nitric	MA	0.0283654	0.023562	1.20386	0.7444470000000001	3606	403.51800000000003	3202.48		98	9.28528	88.7147			0.0278279	1.16984:1.35984:0.861896:1.36591:0.217901:1	0.694537(0.599002:0.484609:1)	-4567.13			
52	ENSMLUP00000014793|ENSMLUG00000016212|ENSMLUT00000016234|protein_coding|TNIK|TRAF2-ENSMUGP00000012581|ENSMUGG00000007526|ENSMUGT00000014630|protein_coding|Tnik|TRAF2	MA	0.056009800000000005	0.103256	0.542437	0.00506998	3612	241.419	3370.58		201	23.445	177.555			0.059167599999999994	0.958475:0.963043:0.953193:1.0468:0.713236:1	0.648671(0.541944:0.40407:1)	-4893.9			
53	ENSMLUP00000004345|ENSMLUG00000004754|ENSMLUT00000004773|protein_coding|SLC12A6|solute-ENSMUGP00000010108|ENSMUGG00000008924|ENSMUGT00000011820|protein_coding|Gm21985|solute	MA	0.027261599999999997	0.0544457	0.500711	0.015247799999999999	3420	289.45	3130.55		98	15.2757	82.7243			0.0295623	1.60057:2.71065:1.241:2.0678:0.465648:1	0.638037(0.511394:0.403155:0.999562)	-4283.28			
54	ENSMLUP00000005245|ENSMLUG00000005727|ENSMLUT00000005738|protein_coding|MAP4K4|mitogen-activated-ENSMUGP00000003575|ENSMUGG00000001454|ENSMUGT00000004281|protein_coding|Map4k4|mitogen-activated	MA	0.03768780000000001	0.0730423	0.515972	0.00434468	3609	333.319	3275.68		140	23.0616	116.93799999999999			0.0409531	1.88637:0.88672:0.492066:1.7758:1.12493:1	0.657661(0.54655:0.426434:1)	-4650.5			
55	ENSMLUP00000010203|ENSMLUG00000011163|ENSMLUT00000011195|protein_coding|DHX9|DExH-box-ENSMUGP00000003655|ENSMUGG00000003372|ENSMUGT00000004379|protein_coding|Dhx9|DExH-box	MA	0.045360500000000005	0.10712200000000001	0.423446	5.50291e-05	3804	283.866	3520.13		180	28.7953	151.205			0.049969400000000004	1.45608:1.84783:1.17134:1.57822:0.466059:1	0.651945(0.542981:0.412855:1)	-5039.03			
56	ENSMLUP00000015971|ENSMLUG00000017514|ENSMLUT00000017519|protein_coding|HIPK2|homeodomain-ENSMUGP00000015655|ENSMUGG00000013443|ENSMUGT00000018140|protein_coding|Hipk2|homeodomain	MA	0.035847000000000004	0.10346	0.346482	3.02988e-06	3549	270.676	3278.32		138	26.5566	111.443			0.0410038	1.00468:1.14702:1.11061:1.25224:0.79896:1	0.667089(0.527895:0.473373:1)	-4590.73			
57	ENSMLUP00000008033|ENSMLUG00000008795|ENSMLUT00000008815|protein_coding|TAOK2|TAO-ENSMUGP00000014341|ENSMUGG00000012394|ENSMUGT00000016628|protein_coding|Taok2|TAO	MA	0.0369729	0.115954	0.318857	4.2537200000000005e-09	3693	362.24800000000005	3330.75		156	39.6766	116.323			0.0447202	1.75028:1.76319:1.3585:1.54554:0.414734:1	0.693068(0.628351:0.450853:1)	-4859.82			
58	ENSMLUP00000004620|ENSMLUG00000005065|ENSMLUT00000005066|protein_coding|KDM2A|lysine-ENSMUGP00000015969|ENSMUGG00000013666|ENSMUGT00000018496|protein_coding|Kdm2a|lysine	MA	0.0322333	0.0421371	0.764964	0.27873600000000004	3393	275.414	3117.59		108	11.1812	96.8188			0.033037199999999996	0.487953:1.03322:0.516812:1.14695:0.585691:1	0.643236(0.515473:0.414235:1)	-4309.05			
59	ENSMLUP00000014280|ENSMLUG00000015662|ENSMLUT00000015678|protein_coding|TAOK1|TAO-ENSMUGP00000005049|ENSMUGG00000004611|ENSMUGT00000006008|protein_coding|Taok1|TAO	MA	0.00140669	2.92948e-05	48.0184	0.494204	3003	162.72899999999998	2840.27		4	0.00476693	3.9952300000000003			0.00133205	0.41601:0.636062:0.348416:0.376895:0.01:1	0.637529(0.551948:0.360639:1)	-3285.46			
60	ENSMLUP00000007434|ENSMLUG00000008096|ENSMLUT00000008143|protein_coding|XDH|xanthine-ENSMUGP00000009248|ENSMUGG00000008259|ENSMUGT00000010861|protein_coding|Xdh|xanthine	MA	0.07331410000000001	0.08259860000000001	0.887595	0.5073439999999999	3999	346.56	3652.44		278	26.8483	251.15200000000002			0.0741187	0.844168:1.1824:0.768537:1.25799:0.385637:1	0.652913(0.531508:0.427232:1)	-5637.3			
