	Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
10	ENSMLUP00000002778|ENSMLUG00000003023|ENSMLUT00000003057|protein_coding|NOTCH2|notch-ENSMUGP00000019343|ENSMUGG00000016402|ENSMUGT00000022260|protein_coding|Notch2|notch	MA	0.043417199999999996	0.166409	0.26090599999999997	2.49093e-21	7383	492.57599999999996	6890.42		350	75.2738	274.726			0.051622900000000006	0.993127:1.0886:0.775285:1.04093:0.283087:1	0.683049(0.547319:0.502234:0.999594)	-9843.7			
11	ENSMLUP00000001687|ENSMLUG00000001838|ENSMLUT00000001855|protein_coding|FN1|fibronectin-ENSMUGP00000026664|ENSMUGG00000022099|ENSMUGT00000030561|protein_coding|Fn1|fibronectin	MA	0.0461265	0.100904	0.45713100000000007	2.99883e-07	7398	590.604	6807.4		354	56.4686	297.531			0.0504996	1.45604:1.86218:0.951315:1.77198:0.37746:1	0.66795(0.522294:0.481962:0.999595)	-9817.63			
12	ENSMLUP00000001849|ENSMLUG00000002022|ENSMLUT00000002031|protein_coding|NCOR1|nuclear-ENSMUGP00000020400|ENSMUGG00000017031|ENSMUGT00000023454|protein_coding|Ncor1|nuclear	MA	0.037855	0.114757	0.329872	1.42444e-12	7182	558.737	6623.26		294	59.8742	234.12599999999998			0.04383769999999999	1.79848:1.66383:1.15302:1.61224:0.242232:1	0.670099(0.545099:0.472405:0.992792)	-9209.53			
13	ENSMLUP00000001258|ENSMLUG00000001342|ENSMLUT00000001368|protein_coding|TRIP12|thyroid-ENSMUGP00000022702|ENSMUGG00000018812|ENSMUGT00000026037|protein_coding|Trip12|thyroid	MA	0.00846582	0.029262	0.28931100000000004	0.00019338099999999998	5985	433.039	5551.96		58	12.3162	45.6838			0.00997051	1.30396:1.50398:1.0948:1.22134:0.372121:1	0.658317(0.537826:0.437625:0.999499)	-6972.18			
14	ENSMLUP00000008941|ENSMLUG00000009791|ENSMLUT00000009807|protein_coding|EPG5|ectopic-ENSMUGP00000018645|ENSMUGG00000015763|ENSMUGT00000021470|protein_coding|Epg5|ectopic	MA	0.07907689999999999	0.14977200000000002	0.527981	1.39941e-08	7689	718.87	6970.13		604	98.7044	505.296			0.0856864	1.35404:2.35304:0.399874:1.48984:0.446985:1	0.647881(0.582098:0.361934:0.99961)	-11062.2			
15	ENSMLUP00000010748|ENSMLUG00000011755|ENSMLUT00000011796|protein_coding|ARFGEF1|ADP-ENSMUGP00000023439|ENSMUGG00000019637|ENSMUGT00000026876|protein_coding|Arfgef1|ADP	MA	0.014279399999999998	0.030461099999999998	0.468775	0.014171799999999998	5409	388.67199999999997	5020.33		82	11.623	70.377			0.0154422	1.48149:1.4915:1.11243:1.45025:0.0645214:1	0.62888(0.520233:0.366962:0.999446)	-6439.61			
16	ENSMLUP00000011327|ENSMLUG00000012423|ENSMLUT00000012438|protein_coding|SUPT6H|SPT6-ENSMUGP00000028478|ENSMUGG00000023613|ENSMUGT00000032596|protein_coding|Supt6|SPT6	MA	0.00837705	0.0343163	0.24411300000000002	0.000256521	5172	332.976	4839.02		50	10.9948	39.0052			0.010047	4.28737:5.36378:3.99747:4.95221:1.52569:1	0.63971(0.562609:0.357101:0.99942)	-5954.26			
17	ENSMLUP00000009203|ENSMLUG00000010072|ENSMLUT00000010094|protein_coding|SETD2|SET-ENSMUGP00000012426|ENSMUGG00000010752|ENSMUGT00000014458|protein_coding|Setd2|SET	MA	0.0906613	0.289468	0.3132	6.8129e-29	7242	491.51	6750.49		667	125.81200000000001	541.188			0.104154	1.93522:1.00963:0.552063:1.34613:0.765514:1	0.652513(0.510978:0.446562:1)	-10607.9			
18	ENSMLUP00000005214|ENSMLUG00000005694|ENSMLUT00000005706|protein_coding|CACNA1F|calcium-ENSMUGP00000009756|ENSMUGG00000008557|ENSMUGT00000011436|protein_coding|Cacna1f|calcium	MA	0.0427653	0.0860432	0.497021	5.5942399999999995e-05	5781	531.55	5249.45		258	43.6663	214.334			0.0467446	0.973051:1.33572:0.525447:1.08895:0.26742:1	0.647303(0.544865:0.397562:0.999481)	-7671.76			
19	ENSMLUP00000014624|ENSMLUG00000016034|ENSMLUT00000016055|protein_coding|PTPRF|protein-ENSMUGP00000025005|ENSMUGG00000020879|ENSMUGT00000028675|protein_coding|Ptprf|protein	MA	0.0508987	0.0812367	0.626548	0.00443921	5721	518.71	5202.29		292	40.0888	251.91099999999997			0.0536494	1.11452:1.33114:0.83465:1.30026:0.432236:1	0.667715(0.559486:0.444182:0.999476)	-7719.27			
20	ENSMLUP00000005265|ENSMLUG00000005754|ENSMLUT00000005762|protein_coding|RICTOR|RPTOR-ENSMUGP00000022154|ENSMUGG00000018596|ENSMUGT00000025422|protein_coding|Rictor|RPTOR	MA	0.017578200000000002	0.0290929	0.6042109999999999	0.116533	5043	401.496	4641.5		92	11.5216	80.4784			0.018494999999999998	1.47222:1.95351:1.06635:1.95861:0.300775:1	0.63367(0.519025:0.38258:0.999405)	-6056.59			
21	ENSMLUP00000006999|ENSMLUG00000007568|ENSMLUT00000007667|protein_coding|ROS1|ROS-ENSMUGP00000017805|ENSMUGG00000015009|ENSMUGT00000020509|protein_coding|Ros1|ROS	MA	0.113496	0.25659099999999996	0.44232299999999997	2.89288e-16	7008	539.523	6468.48		780	123.74799999999999	656.252			0.12451300000000001	1.45488:1.749:0.799272:1.57372:0.469965:1	0.640066(0.512195:0.40843:0.999572)	-10744.6			
22	ENSMLUP00000014891|ENSMLUG00000016325|ENSMLUT00000016342|protein_coding|WNK1|WNK-ENSMUGP00000022468|ENSMUGG00000018499|ENSMUGT00000025771|protein_coding|Wnk1|WNK	MA	0.11420899999999999	0.30002199999999996	0.380669	7.49822e-28	7131	631.252	6499.75		817	166.071	650.929			0.130657	1.8507:1.69531:1.27018:1.62555:0.767737:1	0.693089(0.571068:0.508621:0.999579)	-10853.2			
23	ENSMLUP00000009154|ENSMLUG00000010006|ENSMLUT00000010045|protein_coding|PLXNA3|plexin-ENSMUGP00000009904|ENSMUGG00000008781|ENSMUGT00000011600|protein_coding|Plxna3|plexin	MA	0.0351481	0.101293	0.346994	2.41424e-08	5100	414.226	4685.77		198	40.2012	157.799			0.0405205	1.10934:1.55303:0.925104:1.20084:0.519659:1	0.663727(0.552616:0.439153:0.999412)	-6685.84			
24	ENSMLUP00000016207|ENSMLUG00000017764|ENSMLUT00000017768|protein_coding|INO80|INO80-ENSMUGP00000010671|ENSMUGG00000009347|ENSMUGT00000012457|protein_coding|Ino80|INO80	MA	0.0155255	0.027739599999999996	0.5596869999999999	0.0629531	4677	336.32599999999996	4340.67		75	9.12031	65.8797			0.0164038	0.887351:1.61655:0.612547:1.3751:0.0751103:1	0.638355(0.515705:0.4:0.999359)	-5565.48			
25	ENSMLUP00000005263|ENSMLUG00000005748|ENSMLUT00000005758|protein_coding|NOTCH1|notch-ENSMUGP00000026103|ENSMUGG00000021777|ENSMUGT00000029942|protein_coding|Notch1|notch	MA	0.054078999999999995	0.186665	0.289711	6.32752e-16	5385	359.306	5025.69		311	61.5566	249.44299999999998			0.0629256	0.706418:1.36417:0.487199:0.883198:0.155604:1	0.690238(0.56431:0.50696:0.999443)	-7360.24			
26	ENSMLUP00000006988|ENSMLUG00000007632|ENSMLUT00000007654|protein_coding|DCAF1|DDB1-ENSMUGP00000012530|ENSMUGG00000010827|ENSMUGT00000014574|protein_coding|Dcaf1|DDB1	MA	0.0104261	0.024367	0.42787600000000003	0.021062099999999997	4518	350.935	4167.07		51	8.38722	42.6128			0.0115089	0.740992:1.55893:0.576416:1.24256:0.452857:1	0.649082(0.561048:0.386861:0.999336)	-5303.9			
27	ENSMLUP00000002143|ENSMLUG00000002342|ENSMLUT00000002359|protein_coding|SMARCA2|SWI/SNF-ENSMUGP00000010070|ENSMUGG00000008869|ENSMUGT00000011781|protein_coding|Smarca2|SWI/SNF	MA	0.0430009	0.07159589999999999	0.600605	0.022477	4689	328.50699999999995	4360.49		201	22.4024	178.59799999999998			0.045004199999999994	0.894974:0.925363:0.843994:1.05011:0.571494:1	0.653124(0.573896:0.385477:1)	-6110.19			
28	ENSMLUP00000007052|ENSMLUG00000007687|ENSMLUT00000007725|protein_coding|POLQ|DNA-ENSMUGP00000028801|ENSMUGG00000023832|ENSMUGT00000032966|protein_coding|Polq|DNA	MA	0.157662	0.412955	0.38179	6.89393e-33	7284	513.433	6770.57		1094	181.28799999999998	912.712			0.17565699999999998	1.50237:1.67961:0.956686:1.41769:0.509961:1	0.642651(0.53417:0.394195:0.999588)	-11816.8			
29	ENSMLUP00000018414|ENSMLUG00000023786|ENSMLUT00000031055|protein_coding|USP47|ubiquitin-ENSMUGP00000012566|ENSMUGG00000010843|ENSMUGT00000014612|protein_coding|Usp47|ubiquitin	MA	0.0212516	0.033466699999999995	0.635008	0.136441	4125	290.535	3834.47		89	9.48746	79.5125			0.022112	1.89261:1.58511:1.14087:1.9539:0.319247:1	0.625969(0.521439:0.357195:0.999273)	-4997.71			
30	ENSMLUP00000002355|ENSMLUG00000002581|ENSMLUT00000002590|protein_coding|DROSHA|drosha-ENSMUGP00000002569|ENSMUGG00000002325|ENSMUGT00000003107|protein_coding|Drosha|drosha	MA	0.0300785	0.03665669999999999	0.820544	0.390307	4116	321.75	3794.25		122	11.4272	110.573			0.0305927	0.844209:1.21384:0.873478:1.3066:0.335979:1	0.651614(0.537873:0.417698:0.999272)	-5219.45			
31	ENSMLUP00000003084|ENSMLUG00000003378|ENSMLUT00000003393|protein_coding|SMCHD1|structural-ENSMUGP00000014238|ENSMUGG00000012287|ENSMUGT00000016515|protein_coding|Smchd1|structural	MA	0.0816586	0.158839	0.514096	1.1004500000000001e-05	5148	358.042	4789.96		412	52.2996	359.7			0.08702649999999999	0.812631:1.85024:0.508481:1.35784:0.359086:1	0.606339(0.503782:0.351702:0.963533)	-7333.91			
32	ENSMLUP00000008885|ENSMLUG00000009694|ENSMLUT00000009745|protein_coding|SIN3A|SIN3-ENSMUGP00000029396|ENSMUGG00000024344|ENSMUGT00000033662|protein_coding|Sin3a|SIN3	MA	0.0122098	0.00854713	1.42852	0.742689	3822	264.382	3557.62		45	2.22522	42.7748			0.011956399999999999	1.04971:2.37935:0.539814:1.62265:0.01:1	0.643007(0.555686:0.374118:0.999216)	-4479.97			
33	ENSMLUP00000012120|ENSMLUG00000013315|ENSMLUT00000013322|protein_coding|KDM2B|lysine-ENSMUGP00000017837|ENSMUGG00000015060|ENSMUGT00000020542|protein_coding|Kdm2b|lysine	MA	0.0187547	0.0272259	0.688856	0.28571199999999997	3918	332.11400000000003	3585.89		74	8.77018	65.2298			0.0194728	1.13052:0.94047:0.695875:1.21509:0.223223:1	0.647794(0.523336:0.420811:0.999235)	-4758.1			
34	ENSMLUP00000015812|ENSMLUG00000017340|ENSMLUT00000017346|protein_coding|GOLGA4|golgin-ENSMUGP00000020061|ENSMUGG00000016922|ENSMUGT00000023063|protein_coding|Golga4|golgin	MA	0.14691300000000002	0.8418700000000001	0.174508	4.382639999999999e-92	6564	254.36	6309.64		925	173.584	751.416			0.173843	3.29936:2.29453:0.544225:1.53865:1.71522:1	0.620527(0.586798:0.27524:0.999543)	-10110.4			
35	ENSMLUP00000011674|ENSMLUG00000012821|ENSMLUT00000012832|protein_coding|EIF4G1|eukaryotic-ENSMUGP00000003640|ENSMUGG00000002739|ENSMUGT00000004360|protein_coding|Eif4g1|eukaryotic	MA	0.0566084	0.0849557	0.6663279999999999	0.027319	4617	432.64	4184.36		259	34.7907	224.209			0.0592647	1.3858:1.43613:1.16278:1.49482:0.510374:1	0.686376(0.595841:0.463288:1)	-6262.62			
36	ENSMLUP00000014281|ENSMLUG00000015661|ENSMLUT00000015679|protein_coding|MINK1|misshapen-ENSMUGP00000027753|ENSMUGG00000022795|ENSMUGT00000031782|protein_coding|Mink1|misshapen	MA	0.0242556	0.025850099999999997	0.93832	0.703132	3999	327.74	3671.26		95	8.25309	86.7469			0.0243863	0.807005:1.7629:0.959212:1.64824:0.584246:1	0.66979(0.579085:0.431034:0.99925)	-4915.66			
37	ENSMLUP00000013189|ENSMLUG00000014478|ENSMLUT00000014500|protein_coding|MAP3K4|mitogen-activated-ENSMUGP00000008386|ENSMUGG00000007591|ENSMUGT00000009891|protein_coding|Map3k4|mitogen-activated	MA	0.0682746	0.11376099999999999	0.6001569999999999	0.00313275	4620	366.80699999999996	4253.19		310	38.9499	271.05			0.071886	1.21409:1.25472:0.952229:1.29943:0.335942:1	0.650119(0.544452:0.406554:0.999351)	-6474.36			
38	ENSMLUP00000011868|ENSMLUG00000013034|ENSMLUT00000013047|protein_coding|SLIT3|slit-ENSMUGP00000018648|ENSMUGG00000015770|ENSMUGT00000021469|protein_coding|Slit3|slit	MA	0.0318431	0.07812630000000001	0.407586	0.000270518	4011	272.887	3738.11		135	20.5065	114.493			0.034992	1.35488:2.10511:0.630872:1.37245:0.20013:1	0.654459(0.5213:0.442825:0.999253)	-5131.06			
39	ENSMLUP00000005936|ENSMLUG00000006490|ENSMLUT00000006500|protein_coding|PUM1|pumilio-ENSMUGP00000001876|ENSMUGG00000001331|ENSMUGT00000002245|protein_coding|Pum1|pumilio	MA	0.00491014	0.00034066099999999997	14.4136	0.250526	3561	321.106	3239.89		16	0.109267	15.8907			0.0044981000000000005	0.578433:2.89853:2.23235:2.51641:0.218826:1	0.688412(0.606902:0.459175:0.999158)	-4029.8			
40	ENSMLUP00000009299|ENSMLUG00000010166|ENSMLUT00000010202|protein_coding|PLCG1|phospholipase-ENSMUGP00000022169|ENSMUGG00000018611|ENSMUGT00000025443|protein_coding|Plcg1|phospholipase	MA	0.0145498	0.0489506	0.29723499999999997	0.000171867	3654	253.551	3400.45		60	12.033	47.967			0.0169369	3.35676:3.39642:3.25484:3.36516:1.18459:1	0.63563(0.529532:0.378179:0.99918)	-4403.64			
41	ENSMLUP00000009579|ENSMLUG00000010458|ENSMLUT00000010507|protein_coding|EIF2AK4|eukaryotic-ENSMUGP00000026563|ENSMUGG00000021979|ENSMUGT00000030446|protein_coding|Eif2ak4|eukaryotic	MA	0.054661400000000006	0.0969342	0.563902	0.00474757	4380	324.45599999999996	4055.54		239	29.695	209.305			0.0577928	1.41463:1.74428:1.00234:1.55999:0.542598:1	0.639954(0.553767:0.366096:1)	-5921.51			
42	ENSMLUP00000014345|ENSMLUG00000015740|ENSMLUT00000015747|protein_coding|TNR|tenascin-ENSMUGP00000016810|ENSMUGG00000014326|ENSMUGT00000019417|protein_coding|Tnr|tenascin	MA	0.0456592	0.13164	0.34684899999999996	2.3132200000000002e-08	4074	329.522	3744.48		202	40.8793	161.121			0.05261369999999999	1.78075:1.8277:1.37797:1.72797:0.262909:1	0.666176(0.533848:0.465416:0.999264)	-5439.85			
43	ENSMLUP00000013122|ENSMLUG00000014420|ENSMLUT00000014430|protein_coding|MAP2|microtubule-ENSMUGP00000026706|ENSMUGG00000022222|ENSMUGT00000030609|protein_coding|Map2|microtubule	MA	0.0967161	0.328717	0.294223	1.50801e-28	5346	389.42199999999997	4956.58		534	112.542	421.458			0.11361600000000001	2.82038:1.50766:0.755759:1.44632:0.799293:1	0.674238(0.586371:0.436904:0.999439)	-7858.3			
44	ENSMLUP00000013586|ENSMLUG00000014908|ENSMLUT00000014924|protein_coding||phospholipase-ENSMUGP00000023206|ENSMUGG00000019386|ENSMUGT00000026600|protein_coding|Plcg2|phospholipase	MA	0.0301901	0.09111389999999998	0.331344	9.87261e-06	3795	245.705	3549.3		124	21.4296	102.57			0.034134500000000005	2.03785:1.91523:1.41507:1.88767:0.238423:1	0.617562(0.495261:0.358215:0.99921)	-4812.99			
45	ENSMLUP00000001835|ENSMLUG00000002019|ENSMLUT00000002016|protein_coding|ZEB2|zinc-ENSMUGP00000012291|ENSMUGG00000010555|ENSMUGT00000014302|protein_coding|Zeb2|zinc	MA	0.015533100000000001	0.014649200000000001	1.06034	0.9877520000000001	3570	245.146	3324.85		55	3.5758099999999997	51.4242			0.015472399999999999	0.91866:2.14206:0.780841:2.58276:0.584031:1	0.63644(0.510495:0.399244:0.99958)	-4192.51			
46	ENSMLUP00000013467|ENSMLUG00000014792|ENSMLUT00000014799|protein_coding|ERBIN|erbb2-ENSMUGP00000014629|ENSMUGG00000011223|ENSMUGT00000016982|protein_coding|Erbin|erbb2	MA	0.0573471	0.185614	0.30895900000000004	9.87758e-12	4347	267.447	4079.55		266	46.5624	219.438			0.0652387	2.47046:2.39398:1.86292:2.2078:0.520144:1	0.637356(0.528966:0.383793:0.99931)	-5904.12			
47	ENSMLUP00000003920|ENSMLUG00000004297|ENSMLUT00000004304|protein_coding|TNKS2|tankyrase-ENSMUGP00000013738|ENSMUGG00000011858|ENSMUGT00000015942|protein_coding|Tnks2|tankyrase	MA	0.013963299999999998	0.010164	1.3738	0.785412	3489	299.574	3189.43		47	3.0077700000000003	43.9922			0.013637	0.99229:1.59425:0.975:1.56998:0.310177:1	0.670533(0.607388:0.405069:0.999141)	-4120.4			
48	ENSMLUP00000004670|ENSMLUG00000005087|ENSMLUT00000005119|protein_coding|PTPRS|protein-ENSMUGP00000006256|ENSMUGG00000005474|ENSMUGT00000007450|protein_coding|Ptprs|protein	MA	0.043925599999999995	0.0872714	0.503322	0.00055418	3981	396.379	3584.62		183	32.9626	150.037			0.0482415	2.34743:2.56399:1.84787:2.34443:0.486705:1	0.684125(0.577995:0.474378:1)	-5266.99			
49	ENSMLUP00000011977|ENSMLUG00000013153|ENSMLUT00000013165|protein_coding|RREB1|ras-ENSMUGP00000012098|ENSMUGG00000010484|ENSMUGT00000014090|protein_coding|Rreb1|ras	MA	0.105303	0.294311	0.357795	1.58806e-20	5031	410.764	4620.24		536	106.678	429.32199999999995			0.120735	1.75729:1.83264:1.30439:1.69278:0.334654:1	0.681665(0.570322:0.475268:0.999404)	-7571.98			
50	ENSMLUP00000018162|ENSMLUG00000015253|ENSMLUT00000025581|protein_coding|MAPKBP1|mitogen-activated-ENSMUGP00000001339|ENSMUGG00000001159|ENSMUGT00000001593|protein_coding|Mapkbp1|mitogen-activated	MA	0.0653509	0.219349	0.297931	2.9011000000000003e-18	4356	385.64099999999996	3970.36		313	76.9545	236.046			0.0789845	1.44667:1.22719:0.766562:1.14483:0.370375:1	0.68869(0.578458:0.4883:0.999312)	-6147.92			
51	ENSMLUP00000008418|ENSMLUG00000009229|ENSMLUT00000009236|protein_coding|PIK3CA|phosphatidylinositol-4,5-bisphosphate-ENSMUGP00000027501|ENSMUGG00000022850|ENSMUGT00000031489|protein_coding|Pik3ca|phosphatidylinositol-4,5-bisphosphate	MA	0.00400907	0.037421499999999996	0.10713299999999999	5.87702e-05	3204	187.84799999999998	3016.15		19	6.98487	12.0151			0.00596801	2.00916:2.19464:1.39653:1.40588:0.444154:1	0.611163(0.503742:0.330683:0.999065)	-3663.68			
52	ENSMLUP00000014966|ENSMLUG00000016405|ENSMLUT00000016423|protein_coding|SLIT2|slit-ENSMUGP00000026512|ENSMUGG00000015776|ENSMUGT00000030389|protein_coding|Slit2|slit	MA	0.0643267	0.138356	0.46493599999999996	7.56003e-05	3729	233.571	3495.43		239	30.0333	208.967			0.06896369999999999	0.81844:0.846362:0.695932:0.961939:0.336755:1	0.642934(0.494368:0.434433:1)	-5193.57			
53	ENSMLUP00000014793|ENSMLUG00000016212|ENSMLUT00000016234|protein_coding|TNIK|TRAF2-ENSMUGP00000012581|ENSMUGG00000007526|ENSMUGT00000014630|protein_coding|Tnik|TRAF2	MA	0.056009800000000005	0.103256	0.542437	0.00506998	3612	241.419	3370.58		201	23.445	177.555			0.059167599999999994	0.958475:0.963043:0.953193:1.0468:0.713236:1	0.648133(0.541494:0.403734:0.99917)	-4893.9			
54	ENSMLUP00000005661|ENSMLUG00000006184|ENSMLUT00000006196|protein_coding|UNC13B|unc-13-ENSMUGP00000017230|ENSMUGG00000014591|ENSMUGT00000019873|protein_coding|Unc13a|unc-13	MA	0.122351	0.15953699999999998	0.766911	0.0486551	4839	371.542	4467.46		542	53.026	488.974			0.12520599999999998	1.0266:1.16111:0.787689:1.39472:0.442309:1	0.63796(0.534387:0.379802:0.99969)	-7419.0			
55	ENSMLUP00000005245|ENSMLUG00000005727|ENSMLUT00000005738|protein_coding|MAP4K4|mitogen-activated-ENSMUGP00000003575|ENSMUGG00000001454|ENSMUGT00000004281|protein_coding|Map4k4|mitogen-activated	MA	0.03768780000000001	0.0730423	0.515972	0.00434468	3609	333.319	3275.68		140	23.0616	116.93799999999999			0.0409531	1.88637:0.88672:0.492066:1.7758:1.12493:1	0.657115(0.546096:0.42608:0.999169)	-4650.5			
56	ENSMLUP00000013634|ENSMLUG00000014959|ENSMLUT00000014974|protein_coding|COL3A1|collagen-ENSMUGP00000014074|ENSMUGG00000012132|ENSMUGT00000016332|protein_coding|Col3a1|collagen	MA	0.0990158	0.288733	0.342932	1.34994e-17	4389	362.291	4026.71		412	85.6276	326.372			0.114676	1.34851:0.86375:0.803314:0.77678:0.542255:1	0.801685(0.718238:0.6875:0.999317)	-6157.53			
57	ENSMLUP00000010203|ENSMLUG00000011163|ENSMLUT00000011195|protein_coding|DHX9|DExH-box-ENSMUGP00000003655|ENSMUGG00000003372|ENSMUGT00000004379|protein_coding|Dhx9|DExH-box	MA	0.045360500000000005	0.10712200000000001	0.423446	5.50291e-05	3804	283.866	3520.13		180	28.7953	151.205			0.049969400000000004	1.45608:1.84783:1.17134:1.57822:0.466059:1	0.651432(0.542553:0.41253:0.999212)	-5039.03			
58	ENSMLUP00000015971|ENSMLUG00000017514|ENSMLUT00000017519|protein_coding|HIPK2|homeodomain-ENSMUGP00000015655|ENSMUGG00000013443|ENSMUGT00000018140|protein_coding|Hipk2|homeodomain	MA	0.035847000000000004	0.10346	0.346482	3.02988e-06	3549	270.676	3278.32		138	26.5566	111.443			0.0410038	1.00468:1.14702:1.11061:1.25224:0.79896:1	0.666526(0.527449:0.472973:0.999155)	-4590.73			
59	ENSMLUP00000008033|ENSMLUG00000008795|ENSMLUT00000008815|protein_coding|TAOK2|TAO-ENSMUGP00000014341|ENSMUGG00000012394|ENSMUGT00000016628|protein_coding|Taok2|TAO	MA	0.0369729	0.115954	0.318857	4.2537200000000005e-09	3693	362.24800000000005	3330.75		156	39.6766	116.323			0.0447202	1.75028:1.76319:1.3585:1.54554:0.414734:1	0.692505(0.627841:0.450487:0.999188)	-4859.82			
